Word,Count,Salience,Group,Word on Sentiment List #1: List1,Word on Sentiment List #2: List2,Word on Sentiment List #3: List3
supported,4,0.000,,TRUE,FALSE,FALSE
explored,4,0.000,,FALSE,FALSE,FALSE
matters,4,0.000,,FALSE,FALSE,FALSE
#modelling,4,0.000,,FALSE,FALSE,FALSE
#researchpaper,4,0.000,,FALSE,FALSE,FALSE
#lulc,4,0.000,,FALSE,FALSE,FALSE
#euresearch,4,0.000,,FALSE,FALSE,FALSE
#euoverseas,4,0.000,,FALSE,FALSE,FALSE
#europeanunion,4,0.000,,FALSE,FALSE,FALSE
ensure,4,0.000,,FALSE,FALSE,FALSE
continue,4,0.000,,FALSE,FALSE,FALSE
#ejvideochallenge,4,0.000,,FALSE,FALSE,FALSE
solvers,4,0.000,,FALSE,FALSE,FALSE
combines,4,0.000,,FALSE,FALSE,FALSE
downloadable,4,0.000,,FALSE,FALSE,FALSE
informational,4,0.000,,FALSE,FALSE,FALSE
#stem,4,0.000,,FALSE,FALSE,FALSE
educational,4,0.000,,FALSE,FALSE,FALSE
watersheds,4,0.000,,FALSE,FALSE,FALSE
#epaenviroatlased,4,0.000,,FALSE,FALSE,FALSE
#geoliteracy,4,0.000,,FALSE,FALSE,FALSE
sustainability,4,0.000,,TRUE,FALSE,FALSE
toward,4,0.000,,FALSE,FALSE,FALSE
verinaingram,4,0.000,,FALSE,FALSE,FALSE
millions,4,0.000,,FALSE,FALSE,FALSE
citzens,4,0.000,,FALSE,FALSE,FALSE
#grenada,4,0.000,,FALSE,FALSE,FALSE
complete,4,0.000,,FALSE,FALSE,FALSE
bullock,4,0.000,,FALSE,FALSE,FALSE
finished,4,0.000,,FALSE,FALSE,FALSE
presentation,4,0.000,,FALSE,FALSE,FALSE
combatting,4,0.000,,FALSE,FALSE,FALSE
degration,4,0.000,,FALSE,FALSE,FALSE
argues,4,0.000,,FALSE,FALSE,FALSE
#stakeholder,4,0.000,,FALSE,FALSE,FALSE
estimated,4,0.000,,FALSE,FALSE,FALSE
125,4,0.000,,FALSE,FALSE,FALSE
trillion,4,0.000,,FALSE,FALSE,FALSE
submission,4,0.000,,FALSE,FALSE,FALSE
dirt,4,0.000,,FALSE,TRUE,FALSE
beneath,4,0.000,,FALSE,FALSE,FALSE
feet,4,0.000,,FALSE,FALSE,FALSE
#foodsystems,4,0.000,,FALSE,FALSE,FALSE
regulation,4,0.000,,FALSE,FALSE,FALSE
#ca4sh,4,0.000,,FALSE,FALSE,FALSE
experts,4,0.000,,FALSE,FALSE,FALSE
mellincamille,4,0.000,,FALSE,FALSE,FALSE
reading,4,0.000,,FALSE,FALSE,FALSE
#corals,4,0.000,,FALSE,FALSE,FALSE
#seychelles,4,0.000,,FALSE,FALSE,FALSE
tg,4,0.000,,FALSE,FALSE,FALSE
patterns,4,0.000,,FALSE,FALSE,FALSE
industries,4,0.000,,FALSE,FALSE,FALSE
methodologies,4,0.000,,FALSE,FALSE,FALSE
level,4,0.000,,FALSE,FALSE,FALSE
uncertainty,4,0.000,,FALSE,FALSE,FALSE
aspect,4,0.000,,FALSE,FALSE,FALSE
ranks,4,0.000,,FALSE,FALSE,FALSE
prominently,4,0.000,,FALSE,FALSE,FALSE
agenda',4,0.000,,FALSE,FALSE,FALSE
त,4,0.001,,FALSE,FALSE,FALSE
र,4,0.001,,FALSE,FALSE,FALSE
स,4,0.001,,FALSE,FALSE,FALSE
assets,4,0.000,,FALSE,FALSE,FALSE
during,4,0.000,,FALSE,FALSE,FALSE
subsidies,4,0.000,,FALSE,FALSE,FALSE
types,4,0.001,,FALSE,FALSE,FALSE
forestry,4,0.000,,FALSE,FALSE,FALSE
postdoco,4,0.000,,FALSE,FALSE,FALSE
thepostdoctoral,4,0.000,,FALSE,FALSE,FALSE
kindly,4,0.000,,TRUE,FALSE,FALSE
faculty,4,0.000,,FALSE,FALSE,FALSE
gis,4,0.000,,FALSE,FALSE,FALSE
geography,4,0.000,,FALSE,FALSE,FALSE
earth_jobs,4,0.000,,FALSE,FALSE,FALSE
facultyopinions,4,0.000,,FALSE,FALSE,FALSE
academicvoices,4,0.000,,FALSE,FALSE,FALSE
#facultyjobs,4,0.000,,FALSE,FALSE,FALSE
#facultypositions,4,0.000,,FALSE,FALSE,FALSE
#ecosystemmodeling,4,0.000,,FALSE,FALSE,FALSE
meeting,4,0.000,,FALSE,FALSE,FALSE
lot,4,0.000,,FALSE,FALSE,FALSE
foster,4,0.000,,FALSE,FALSE,FALSE
fuel,4,0.000,,FALSE,FALSE,FALSE
efforts,4,0.000,,FALSE,FALSE,FALSE
seed,4,0.000,,FALSE,FALSE,FALSE
affect,4,0.000,,FALSE,FALSE,FALSE
running,4,0.000,,FALSE,FALSE,FALSE
#ecologyandsociety,4,0.000,,FALSE,FALSE,FALSE
macquariecel,4,0.000,,FALSE,FALSE,FALSE
member,4,0.000,,FALSE,FALSE,FALSE
#biodiveristy,4,0.000,,FALSE,FALSE,FALSE
#fisheries,4,0.000,,FALSE,FALSE,FALSE
paramount,4,0.000,,TRUE,FALSE,FALSE
#deforestation,4,0.000,,FALSE,FALSE,FALSE
tanzania,4,0.000,,FALSE,FALSE,FALSE
bbc,4,0.000,,FALSE,FALSE,FALSE
story,4,0.000,,FALSE,FALSE,FALSE
efd,4,0.000,,FALSE,FALSE,FALSE
ipcc,4,0.000,,FALSE,FALSE,FALSE
unbiodversity,4,0.000,,FALSE,FALSE,FALSE
vpotanzania,4,0.000,,FALSE,FALSE,FALSE
bbcafrica,4,0.000,,FALSE,FALSE,FALSE
cfp,4,0.000,,FALSE,FALSE,FALSE
#landscapeecology,4,0.000,,FALSE,FALSE,FALSE
si,4,0.000,,FALSE,FALSE,FALSE
jiangxiao_qiu,4,0.000,,FALSE,FALSE,FALSE
oct,4,0.000,,FALSE,FALSE,FALSE
iale_chile,4,0.000,,FALSE,FALSE,FALSE
iale_colombia,4,0.000,,FALSE,FALSE,FALSE
ialeeurope,4,0.000,,FALSE,FALSE,FALSE
ialegermany,4,0.000,,FALSE,FALSE,FALSE
iale_na,4,0.000,,FALSE,FALSE,FALSE
ialeuk,4,0.000,,FALSE,FALSE,FALSE
feb,4,0.000,,FALSE,FALSE,FALSE
watershed,4,0.000,,FALSE,FALSE,FALSE
alice,4,0.000,,FALSE,FALSE,FALSE
sign,4,0.000,,FALSE,FALSE,FALSE
integrating,4,0.000,,FALSE,FALSE,FALSE
pressure,4,0.001,,FALSE,FALSE,FALSE
maia_eu_project,4,0.000,,FALSE,FALSE,FALSE
doing,4,0.000,,FALSE,FALSE,FALSE
sssajournal,4,0.000,,FALSE,FALSE,FALSE
featuring,4,0.000,,FALSE,FALSE,FALSE
minimum,4,0.000,,FALSE,FALSE,FALSE
dataset,4,0.000,,FALSE,FALSE,FALSE
metadata,4,0.000,,FALSE,FALSE,FALSE
guidelines,4,0.000,,FALSE,FALSE,FALSE
akwalisette,4,0.000,,FALSE,FALSE,FALSE
xavier,4,0.000,,FALSE,FALSE,FALSE
garcia,4,0.000,,FALSE,FALSE,FALSE
leading,4,0.000,,TRUE,FALSE,FALSE
la,4,0.000,,FALSE,FALSE,FALSE
muckypawdotca,4,0.000,,FALSE,FALSE,FALSE
alisatweetsmore,4,0.000,,FALSE,FALSE,FALSE
smallscreek,4,0.000,,FALSE,FALSE,FALSE
metrolinx,4,0.000,,FALSE,FALSE,FALSE
trca_hq,4,0.000,,FALSE,FALSE,FALSE
bradmbradford,4,0.000,,FALSE,FALSE,FALSE
beyrima,4,0.000,,FALSE,FALSE,FALSE
beynate,4,0.000,,FALSE,FALSE,FALSE
marymargaretbey,4,0.000,,FALSE,FALSE,FALSE
image,4,0.000,,FALSE,FALSE,FALSE
communicates,4,0.000,,FALSE,FALSE,FALSE
esa,4,0.000,,FALSE,FALSE,FALSE
designated,4,0.000,,FALSE,FALSE,FALSE
features,4,0.000,,FALSE,FALSE,FALSE
seepage,4,0.000,,FALSE,FALSE,FALSE
few,4,0.000,,FALSE,FALSE,FALSE
cut,4,0.000,,FALSE,FALSE,FALSE
education,4,0.001,,FALSE,FALSE,FALSE
fail,3,0.000,,FALSE,TRUE,FALSE
undervalued,3,0.000,,FALSE,FALSE,FALSE
having,3,0.000,,FALSE,FALSE,FALSE
expertise,3,0.000,,FALSE,FALSE,FALSE
again,3,0.000,,FALSE,FALSE,FALSE
filtration,3,0.000,,FALSE,FALSE,FALSE
choice,3,0.000,,FALSE,FALSE,FALSE
datasets,3,0.000,,FALSE,FALSE,FALSE
produced,3,0.000,,FALSE,FALSE,FALSE
leader,3,0.000,,FALSE,FALSE,FALSE
meet,3,0.000,,FALSE,FALSE,FALSE
members,3,0.000,,FALSE,FALSE,FALSE
30pm,3,0.000,,FALSE,FALSE,FALSE
ca',3,0.000,,FALSE,FALSE,FALSE
foscari,3,0.000,,FALSE,FALSE,FALSE
venice,3,0.000,,FALSE,FALSE,FALSE
cafoscari,3,0.000,,FALSE,FALSE,FALSE
regions,3,0.000,,FALSE,FALSE,FALSE
challenge,3,0.000,,FALSE,FALSE,FALSE
getting,3,0.000,,FALSE,FALSE,FALSE
native,3,0.000,,FALSE,FALSE,FALSE
mikechristieuni,3,0.000,,FALSE,FALSE,FALSE
applications,3,0.000,,FALSE,FALSE,FALSE
monitor,3,0.000,,FALSE,FALSE,FALSE
raise,3,0.000,,FALSE,FALSE,FALSE
services',3,0.000,,FALSE,FALSE,FALSE
#climate,3,0.000,,FALSE,FALSE,FALSE
mangroves,3,0.000,,FALSE,FALSE,FALSE
mapping,3,0.000,,FALSE,FALSE,FALSE
u,3,0.000,,FALSE,FALSE,FALSE
himes,3,0.000,,FALSE,FALSE,FALSE
focused,3,0.000,,FALSE,FALSE,FALSE
business,3,0.000,,FALSE,FALSE,FALSE
fact,3,0.000,,FALSE,FALSE,FALSE
determine,3,0.000,,FALSE,FALSE,FALSE
organizing,3,0.000,,FALSE,FALSE,FALSE
topic,3,0.000,,FALSE,FALSE,FALSE
corals,3,0.000,,FALSE,FALSE,FALSE
truly,3,0.000,,FALSE,FALSE,FALSE
generation,3,0.000,,FALSE,FALSE,FALSE
against,3,0.000,,FALSE,FALSE,FALSE
particulate,3,0.000,,FALSE,FALSE,FALSE
movement,3,0.000,,FALSE,FALSE,FALSE
issues',3,0.000,,FALSE,FALSE,FALSE
scientific,3,0.000,,FALSE,FALSE,FALSE
developments,3,0.000,,FALSE,FALSE,FALSE
emerging,3,0.000,,FALSE,FALSE,FALSE
cheap,3,0.000,,FALSE,TRUE,FALSE
eco,3,0.000,,FALSE,FALSE,FALSE
uses,3,0.000,,FALSE,FALSE,FALSE
mussel,3,0.000,,FALSE,FALSE,FALSE
brown,3,0.000,,FALSE,FALSE,FALSE
#naturalworld,3,0.000,,FALSE,FALSE,FALSE
#scienceandenvironment,3,0.000,,FALSE,FALSE,FALSE
space,3,0.000,,FALSE,FALSE,FALSE
long,3,0.000,,FALSE,FALSE,FALSE
easy,3,0.000,,TRUE,FALSE,FALSE
methods,3,0.000,,FALSE,FALSE,FALSE
massive,3,0.000,,FALSE,FALSE,FALSE
those,3,0.000,,FALSE,FALSE,FALSE
relies,3,0.000,,FALSE,FALSE,FALSE
44,3,0.000,,FALSE,FALSE,FALSE
california's,3,0.000,,FALSE,FALSE,FALSE
#rangelandmatters,3,0.000,,FALSE,FALSE,FALSE
#sustainableranching,3,0.000,,FALSE,FALSE,FALSE
elders,3,0.000,,FALSE,FALSE,FALSE
#visitbaarah,3,0.000,,FALSE,FALSE,FALSE
maakolhu,3,0.000,,FALSE,FALSE,FALSE
kandoofaa,3,0.000,,FALSE,FALSE,FALSE
unfortunately,3,0.000,,FALSE,TRUE,FALSE
boat,3,0.000,,FALSE,FALSE,FALSE
purposes,3,0.000,,FALSE,FALSE,FALSE
uprooted,3,0.000,,FALSE,FALSE,FALSE
reforestation,3,0.000,,FALSE,FALSE,FALSE
#visitthiladhunmathi,3,0.000,,FALSE,FALSE,FALSE
eating,3,0.000,,FALSE,FALSE,FALSE
worms,3,0.000,,FALSE,FALSE,FALSE
rolling,3,0.000,,FALSE,FALSE,FALSE
ants,3,0.000,,FALSE,FALSE,FALSE
#declarationofindependence,3,0.000,,FALSE,FALSE,FALSE
#unitedstates,3,0.000,,FALSE,FALSE,FALSE
driver,3,0.000,,FALSE,FALSE,FALSE
company,3,0.000,,FALSE,FALSE,FALSE
valuations,3,0.000,,FALSE,FALSE,FALSE
ecohydraulics,3,0.000,,FALSE,FALSE,FALSE
voice,3,0.000,,FALSE,FALSE,FALSE
heard,3,0.000,,FALSE,FALSE,FALSE
#riverscience,3,0.000,,FALSE,FALSE,FALSE
stay,3,0.000,,FALSE,FALSE,FALSE
tuned,3,0.000,,FALSE,FALSE,FALSE
#nrfsciencematters,3,0.000,,FALSE,FALSE,FALSE
caused,3,0.000,,FALSE,FALSE,FALSE
structure,3,0.000,,FALSE,FALSE,FALSE
congratulations,3,0.000,,TRUE,FALSE,FALSE
asmita,3,0.000,,FALSE,FALSE,FALSE
sengupta,3,0.000,,FALSE,FALSE,FALSE
selected,3,0.000,,FALSE,FALSE,FALSE
fellow,3,0.000,,FALSE,FALSE,FALSE
transformative,3,0.000,,FALSE,FALSE,FALSE
body,3,0.000,,FALSE,FALSE,FALSE
assesses,3,0.000,,FALSE,FALSE,FALSE
congress,3,0.000,,FALSE,FALSE,FALSE
#wildlife,3,0.000,,FALSE,FALSE,FALSE
boyleslab,3,0.000,,FALSE,FALSE,FALSE
grazing,3,0.000,,FALSE,FALSE,FALSE
costs,3,0.000,,FALSE,FALSE,FALSE
disrupt,3,0.000,,FALSE,TRUE,FALSE
managed,3,0.000,,FALSE,FALSE,FALSE
suffer,3,0.000,,FALSE,TRUE,FALSE
mining,3,0.000,,FALSE,FALSE,FALSE
warm,3,0.000,,TRUE,FALSE,FALSE
welcome,3,0.000,,TRUE,FALSE,FALSE
mme,3,0.000,,FALSE,FALSE,FALSE
maysan,3,0.000,,FALSE,FALSE,FALSE
nashashibi,3,0.000,,FALSE,FALSE,FALSE
nano,3,0.000,,FALSE,FALSE,FALSE
#microplastic,3,0.000,,FALSE,FALSE,FALSE
induced,3,0.000,,FALSE,FALSE,FALSE
#plankton,3,0.000,,FALSE,FALSE,FALSE
consequences,3,0.000,,FALSE,FALSE,FALSE
biogeochemical,3,0.000,,FALSE,FALSE,FALSE
crossroads,3,0.000,,FALSE,FALSE,FALSE
versus,3,0.000,,FALSE,FALSE,FALSE
colombian,3,0.000,,FALSE,FALSE,FALSE
carnivores,3,0.000,,FALSE,FALSE,FALSE
#rsos,3,0.000,,FALSE,FALSE,FALSE
#biogeography,3,0.000,,FALSE,FALSE,FALSE
finally,3,0.000,,FALSE,FALSE,FALSE
frontvetscience,3,0.000,,FALSE,FALSE,FALSE
addition,3,0.000,,FALSE,FALSE,FALSE
deforestation,3,0.000,,FALSE,FALSE,FALSE
scientifically,3,0.000,,FALSE,FALSE,FALSE
#zoonotics,3,0.000,,FALSE,FALSE,FALSE
affected,3,0.000,,FALSE,FALSE,FALSE
frontiersin,3,0.000,,FALSE,FALSE,FALSE
consideration,3,0.000,,FALSE,FALSE,FALSE
nurture,3,0.000,,FALSE,FALSE,FALSE
continuous,3,0.000,,FALSE,FALSE,FALSE
intrigued,3,0.000,,FALSE,FALSE,FALSE
#ecologicalrestoration,3,0.000,,FALSE,FALSE,FALSE
#greeninfrastructure,3,0.000,,FALSE,FALSE,FALSE
#restorationdecade,3,0.000,,FALSE,FALSE,FALSE
#reterraformers,3,0.000,,FALSE,FALSE,FALSE
coherent,3,0.000,,TRUE,FALSE,FALSE
ppt,3,0.000,,FALSE,FALSE,FALSE
before,3,0.000,,FALSE,FALSE,FALSE
sticking,3,0.000,,FALSE,FALSE,FALSE
content,3,0.000,,FALSE,FALSE,FALSE
focusing,3,0.000,,FALSE,FALSE,FALSE
#habitats,3,0.000,,FALSE,FALSE,FALSE
#conservationstatus,3,0.000,,FALSE,FALSE,FALSE
scales,3,0.000,,FALSE,FALSE,FALSE
analyses,3,0.000,,FALSE,FALSE,FALSE
valuing,3,0.000,,FALSE,FALSE,FALSE
further,3,0.000,,FALSE,FALSE,FALSE
mammals,3,0.000,,FALSE,FALSE,FALSE
pay,3,0.000,,FALSE,FALSE,FALSE
direct,3,0.000,,FALSE,FALSE,FALSE
invertebrate,3,0.000,,FALSE,FALSE,FALSE
#malawi,3,0.000,,FALSE,FALSE,FALSE
conserve,3,0.000,,FALSE,FALSE,FALSE
beaver,3,0.000,,FALSE,FALSE,FALSE
hundreds,3,0.000,,FALSE,FALSE,FALSE
click,3,0.000,,FALSE,FALSE,FALSE
insights,3,0.000,,FALSE,FALSE,FALSE
perception,3,0.000,,FALSE,FALSE,FALSE
citizens,3,0.000,,FALSE,FALSE,FALSE
visitors,3,0.000,,FALSE,FALSE,FALSE
collected,3,0.000,,FALSE,FALSE,FALSE
embedded,3,0.000,,FALSE,FALSE,FALSE
enough,3,0.000,,TRUE,FALSE,FALSE
bottom,3,0.000,,FALSE,FALSE,FALSE
intrinsically,3,0.000,,FALSE,FALSE,FALSE
actions,3,0.000,,FALSE,FALSE,FALSE
threatening,3,0.000,,FALSE,TRUE,FALSE
#coralreef,3,0.000,,FALSE,FALSE,FALSE
underpins,3,0.000,,FALSE,FALSE,FALSE
#forestry,3,0.000,,FALSE,FALSE,FALSE
employ,3,0.000,,FALSE,FALSE,FALSE
#betterwithforests,3,0.000,,FALSE,FALSE,FALSE
tension,3,0.000,,FALSE,TRUE,FALSE
#planetaryhealth,3,0.000,,FALSE,FALSE,FALSE
amazon,3,0.000,,FALSE,FALSE,FALSE
nyse,3,0.000,,FALSE,FALSE,FALSE
introduced,3,0.000,,FALSE,FALSE,FALSE
class,3,0.000,,FALSE,FALSE,FALSE
termed,3,0.000,,FALSE,FALSE,FALSE
companies,3,0.000,,FALSE,FALSE,FALSE
nacs,3,0.000,,FALSE,FALSE,FALSE
stop,3,0.000,,FALSE,FALSE,FALSE
pretending,3,0.000,,FALSE,FALSE,FALSE
represent,3,0.000,,FALSE,FALSE,FALSE
weak,3,0.000,,FALSE,TRUE,FALSE
simplistic,3,0.000,,FALSE,TRUE,FALSE
constructs,3,0.000,,FALSE,FALSE,FALSE
vhigh,3,0.000,,FALSE,FALSE,FALSE
regulatory,3,0.000,,FALSE,FALSE,FALSE
investors,3,0.000,,FALSE,FALSE,FALSE
ioo,3,0.000,,FALSE,FALSE,FALSE
existing,3,0.000,,FALSE,FALSE,FALSE
humans,3,0.000,,FALSE,FALSE,FALSE
#future,3,0.000,,FALSE,FALSE,FALSE
expand,3,0.000,,FALSE,FALSE,FALSE
acting,3,0.000,,FALSE,FALSE,FALSE
havens,3,0.000,,FALSE,FALSE,FALSE
sources,3,0.000,,FALSE,FALSE,FALSE
hon,3,0.000,,FALSE,FALSE,FALSE
mujajeanne,3,0.000,,FALSE,FALSE,FALSE
unveiling,3,0.000,,FALSE,FALSE,FALSE
patrons,3,0.000,,FALSE,FALSE,FALSE
apa_congress,3,0.000,,FALSE,FALSE,FALSE
kelp,3,0.000,,FALSE,FALSE,FALSE
web,3,0.000,,FALSE,FALSE,FALSE
comes,3,0.000,,FALSE,FALSE,FALSE
ngo,3,0.000,,FALSE,FALSE,FALSE
contributions,3,0.000,,FALSE,FALSE,FALSE
oyster,3,0.000,,FALSE,FALSE,FALSE
beds,3,0.000,,FALSE,FALSE,FALSE
ecologists,3,0.000,,FALSE,FALSE,FALSE
layer,3,0.000,,FALSE,FALSE,FALSE
come,3,0.000,,FALSE,FALSE,FALSE
interest,3,0.000,,FALSE,FALSE,FALSE
0,3,0.000,,FALSE,FALSE,FALSE
near,3,0.000,,FALSE,FALSE,FALSE
game,3,0.000,,FALSE,FALSE,FALSE
#climateregulator,3,0.000,,FALSE,FALSE,FALSE
adaptation,3,0.000,,FALSE,FALSE,FALSE
#ultrafact,3,0.000,,FALSE,FALSE,FALSE
#10,3,0.000,,FALSE,FALSE,FALSE
#uos,3,0.000,,FALSE,FALSE,FALSE
#token,3,0.000,,FALSE,FALSE,FALSE
ultra,3,0.000,,FALSE,FALSE,FALSE
#blockchain,3,0.000,,FALSE,FALSE,FALSE
transactions,3,0.000,,FALSE,FALSE,FALSE
purchases,3,0.000,,FALSE,FALSE,FALSE
games,3,0.000,,FALSE,FALSE,FALSE
virtual,3,0.000,,FALSE,FALSE,FALSE
items,3,0.000,,FALSE,FALSE,FALSE
demand,3,0.000,,FALSE,FALSE,FALSE
token,3,0.000,,FALSE,FALSE,FALSE
grows,3,0.000,,FALSE,FALSE,FALSE
whether,3,0.000,,FALSE,FALSE,FALSE
indigenous,3,0.000,,FALSE,FALSE,FALSE
lack,3,0.000,,FALSE,TRUE,FALSE
sure,3,0.000,,FALSE,FALSE,FALSE
funded,3,0.000,,FALSE,FALSE,FALSE
#invasivespecies,3,0.000,,FALSE,FALSE,FALSE
put,3,0.000,,FALSE,FALSE,FALSE
dramatic,3,0.000,,FALSE,FALSE,FALSE
island,3,0.000,,FALSE,FALSE,FALSE
st,3,0.000,,FALSE,FALSE,FALSE
eustatius,3,0.000,,FALSE,FALSE,FALSE
presented,3,0.000,,FALSE,FALSE,FALSE
wendy__jesse,3,0.000,,FALSE,FALSE,FALSE
pensoft's,3,0.000,,FALSE,FALSE,FALSE
modeling,3,0.000,,FALSE,FALSE,FALSE
given,3,0.000,,FALSE,FALSE,FALSE
end,3,0.000,,FALSE,FALSE,FALSE
204,3,0.000,,FALSE,FALSE,FALSE
elementary,3,0.000,,FALSE,FALSE,FALSE
children,3,0.000,,FALSE,FALSE,FALSE
asturias,3,0.000,,FALSE,FALSE,FALSE
learnt,3,0.000,,FALSE,FALSE,FALSE
#smallscalefisheries,3,0.000,,FALSE,FALSE,FALSE
outreach,3,0.000,,FALSE,FALSE,FALSE
partners,3,0.000,,FALSE,FALSE,FALSE
unioviedo,3,0.000,,FALSE,FALSE,FALSE
talks,3,0.000,,FALSE,FALSE,FALSE
#culturalheritage,3,0.000,,FALSE,FALSE,FALSE
interactive,3,0.000,,FALSE,FALSE,FALSE
nbs,3,0.000,,FALSE,FALSE,FALSE
capacity,3,0.000,,FALSE,FALSE,FALSE
ess,3,0.000,,FALSE,FALSE,FALSE
depend,3,0.000,,FALSE,FALSE,FALSE
relevance,3,0.000,,FALSE,FALSE,FALSE
farmfornature,3,0.000,,FALSE,FALSE,FALSE
forum_wetlands,3,0.000,,FALSE,FALSE,FALSE
peatlandsg,3,0.000,,FALSE,FALSE,FALSE
moranenv,3,0.000,,FALSE,FALSE,FALSE
wetlandsurveys,3,0.000,,FALSE,FALSE,FALSE
eftecuk,3,0.000,,FALSE,FALSE,FALSE
stephen,3,0.000,,FALSE,FALSE,FALSE
bell,3,0.000,,FALSE,FALSE,FALSE
1smbell,3,0.000,,FALSE,FALSE,FALSE
#tedxgeneva,3,0.000,,FALSE,FALSE,FALSE
abandoned,3,0.000,,FALSE,FALSE,FALSE
recapture,3,0.000,,FALSE,FALSE,FALSE
lost,3,0.000,,FALSE,TRUE,FALSE
regenerate,3,0.000,,FALSE,FALSE,FALSE
#tedtalk,3,0.000,,FALSE,FALSE,FALSE
través,3,0.000,,FALSE,FALSE,FALSE
youtube,3,0.000,,FALSE,FALSE,FALSE
jobs,3,0.000,,FALSE,FALSE,FALSE
make,3,0.000,,FALSE,FALSE,FALSE
money,3,0.000,,FALSE,FALSE,FALSE
extreme,3,0.000,,FALSE,FALSE,FALSE
philine,3,0.000,,FALSE,FALSE,FALSE
#coastalfutures22,3,0.000,,FALSE,FALSE,FALSE
#agroforestry,3,0.000,,FALSE,FALSE,FALSE
#teamgoyder,3,0.000,,FALSE,FALSE,FALSE
150km,3,0.000,,FALSE,FALSE,FALSE
#worldwetlandsrun,3,0.000,,FALSE,FALSE,FALSE
minaguli,3,0.000,,FALSE,FALSE,FALSE
variety,3,0.000,,TRUE,FALSE,FALSE
sesleuphana,3,0.000,,FALSE,FALSE,FALSE
harmful,3,0.000,,FALSE,TRUE,FALSE
alicedesbiolles,3,0.000,,FALSE,FALSE,FALSE
somabrouk,3,0.000,,FALSE,FALSE,FALSE
dimitripavlenko,3,0.000,,FALSE,FALSE,FALSE
desbiolles,3,0.000,,FALSE,FALSE,FALSE
nous,3,0.000,,FALSE,FALSE,FALSE
sommes,3,0.000,,FALSE,FALSE,FALSE
entrés,3,0.000,,FALSE,FALSE,FALSE
dans,3,0.000,,FALSE,FALSE,FALSE
l'ère,3,0.000,,FALSE,FALSE,FALSE
des,3,0.000,,FALSE,FALSE,FALSE
pandémies,3,0.000,,FALSE,FALSE,FALSE
l'ipbes,3,0.000,,FALSE,FALSE,FALSE
insistent,3,0.000,,FALSE,FALSE,FALSE
sur,3,0.000,,FALSE,FALSE,FALSE
nécessité,3,0.000,,FALSE,FALSE,FALSE
s'attaquer,3,0.000,,FALSE,FALSE,FALSE
aux,3,0.000,,FALSE,FALSE,FALSE
facteurs,3,0.000,,FALSE,FALSE,FALSE
risques,3,0.000,,FALSE,FALSE,FALSE
activités,3,0.000,,FALSE,FALSE,FALSE
humaines,3,0.000,,FALSE,FALSE,FALSE
destructrices,3,0.000,,FALSE,FALSE,FALSE
potus,2,0.000,,FALSE,FALSE,FALSE
impacting,2,0.000,,FALSE,FALSE,FALSE
unaccounted,2,0.000,,FALSE,FALSE,FALSE
wb,2,0.000,,FALSE,FALSE,FALSE
partial,2,0.000,,FALSE,FALSE,FALSE
sub,2,0.000,,FALSE,FALSE,FALSE
saharan,2,0.000,,FALSE,FALSE,FALSE
#africa,2,0.000,,FALSE,FALSE,FALSE
respectively,2,0.000,,FALSE,FALSE,FALSE
#watersheds,2,0.000,,FALSE,FALSE,FALSE
#water,2,0.000,,FALSE,FALSE,FALSE
#nationalparks,2,0.000,,FALSE,FALSE,FALSE
teaches,2,0.000,,FALSE,FALSE,FALSE
ryerson,2,0.000,,FALSE,FALSE,FALSE
interior,2,0.000,,FALSE,FALSE,FALSE
maybe,2,0.000,,FALSE,FALSE,FALSE
surprise,2,0.000,,FALSE,FALSE,FALSE
peterson,2,0.000,,FALSE,FALSE,FALSE
attacking,2,0.000,,FALSE,FALSE,FALSE
peers,2,0.000,,FALSE,FALSE,FALSE
intellectualism,2,0.000,,FALSE,FALSE,FALSE
successful,2,0.000,,TRUE,FALSE,FALSE
dave,2,0.000,,FALSE,FALSE,FALSE
abson,2,0.000,,FALSE,FALSE,FALSE
joern,2,0.000,,FALSE,FALSE,FALSE
fischer,2,0.000,,FALSE,FALSE,FALSE
jannikschultner,2,0.000,,FALSE,FALSE,FALSE
conceptual,2,0.000,,FALSE,FALSE,FALSE
outline,2,0.000,,FALSE,FALSE,FALSE
systematic,2,0.000,,FALSE,FALSE,FALSE
#naturalresourcemanagement,2,0.000,,FALSE,FALSE,FALSE
janinebarr14,2,0.000,,FALSE,FALSE,FALSE
present,2,0.000,,FALSE,FALSE,FALSE
00,2,0.000,,FALSE,FALSE,FALSE
aquaculture,2,0.000,,FALSE,FALSE,FALSE
computed,2,0.000,,FALSE,FALSE,FALSE
amarizni,2,0.000,,FALSE,FALSE,FALSE
mosyaftiani,2,0.000,,FALSE,FALSE,FALSE
enjoys,2,0.000,,TRUE,FALSE,FALSE
conducting,2,0.000,,FALSE,FALSE,FALSE
jakarta,2,0.000,,FALSE,FALSE,FALSE
mental,2,0.000,,FALSE,FALSE,FALSE
simultaneously,2,0.000,,FALSE,FALSE,FALSE
nz,2,0.000,,FALSE,FALSE,FALSE
deforested,2,0.000,,FALSE,FALSE,FALSE
highlights,2,0.000,,FALSE,FALSE,FALSE
populations,2,0.000,,FALSE,FALSE,FALSE
mike,2,0.000,,FALSE,FALSE,FALSE
christie,2,0.000,,FALSE,FALSE,FALSE
